Date/Time of Report: 3/18/2025 12:53:49,,,,,,,,
Requester: STN07 - Mngr,,,,,,,,
Filter Applied: Event Time: Before 2/18/2025 7:59:54 AM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: VCMA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
7:54:51,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-731.986,Kg/Hr
7:54:30,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1027.51,Kg/Hr
7:54:15,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
7:54:15,U300,PC2_FIT124,PVHI,OK,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.57,Nm3/hr
7:54:12,U300,PC2_FIT124,PVHI,,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.687,Nm3/hr
7:54:12,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
7:53:50,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-677.265,Kg/Hr
7:53:47,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1014.71,Kg/Hr
7:53:39,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-1014.71,Kg/h
7:53:40,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-604.442,Kg/Hr
7:53:38,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:53:37,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1011.21,Kg/Hr
7:53:32,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-693.704,Kg/Hr
7:53:27,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1006.93,Kg/Hr
7:53:23,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-1006.93,Kg/h
7:53:22,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:53:20,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-494.09,Kg/Hr
7:53:16,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1083.41,Kg/Hr
7:53:16,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-1083.41,Kg/h
7:53:15,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:53:04,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-735.991,Kg/Hr
7:53:00,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-735.991,Kg/h
7:53:00,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:52:51,U300,PI-3302C,PVHIGH,OK,L 00,Pressure Transmitter at PP-305C SOP,1949.73,KPa
7:52:46,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,1949.73,Kg/h
7:52:45,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:52:41,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1052.97,Kg/Hr
7:52:41,AREA400_HTDC,PIC_4409,CHANGE,,,PIDA.SP,52,Kpag
7:52:40,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,52,Kg/h
7:52:38,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:52:33,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:52:34,AREA400_HTDC,PIC_4409,CHANGE,,,PIDA.SP,50,Kpag
7:52:32,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:52:30,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-707.138,Kg/Hr
7:52:14,AREA400_HTDC,PIC_4409,CHANGE,,,PIDA.SP,51,Kpag
7:52:10,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1056.65,Kg/Hr
7:52:05,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-583.047,Kg/Hr
7:52:04,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1023.2,Kg/Hr
7:51:59,AREA400_HTDC,PIC_4409,CHANGE,,,PIDA.SP,50,Kpag
7:51:43,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,50,Kg/h
7:51:42,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:51:39,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:51:39,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:51:22,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-677.447,Kg/Hr
7:51:21,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1073.98,Kg/Hr
7:51:08,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-732.108,Kg/Hr
7:51:03,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1004.07,Kg/Hr
7:50:55,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-682.513,Kg/Hr
7:50:47,U800,LIC_5820,PVLOLO,ACK,,PC-820 LEVEL,,
7:50:45,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1055,Kg/Hr
7:50:39,U800,LIC_5820,PVLOLO,,L 00,PC-820 LEVEL,24.2885,%
7:50:32,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-723.474,Kg/Hr
7:50:31,U800,LIC_5820,PVLOW,,J 00,PC-820 LEVEL,29.9964,%
7:50:28,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1014.41,Kg/Hr
7:50:20,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-1014.41,Kg/h
7:50:18,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:50:16,U200,AI_201,BAD PV,OK,L 00,Conductivity From AS-201 to Chemical Sewer,2020,ms/cm
7:50:15,U200,AI_201,BAD PV,,L 00,Conductivity From AS-201 to Chemical Sewer,2020,ms/cm
7:50:12,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,2020,Kg/h
7:50:13,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-720.802,Kg/Hr
7:50:12,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:50:06,U800,LIC_5820,PVHIGH,OK,J 00,PC-820 LEVEL,48.5443,%
7:49:59,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,48.5443,Kg/h
7:49:58,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:53,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:53,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1051.03,Kg/Hr
7:49:52,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:47,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:45,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:44,U800,LIC_5820,PVHIHI,OK,L 00,PC-820 LEVEL,68.9303,%
7:49:40,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,68.9303,Kg/h
7:49:41,AREA400_HTDC,PIC_4409,CHANGE,,,PIDA.SP,52,Kpag
7:49:39,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:37,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:36,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:26,U100,ALARMS_LTC,PVLOW,UNSHELVE,,Freon side and Process Side Pressure Difference,29.9301,kPa
7:49:18,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-663.22,Kg/Hr
7:49:11,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1001.83,Kg/Hr
7:49:08,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-1001.83,Kg/h
7:49:07,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:49:06,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-695.692,Kg/Hr
7:49:05,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1039.3,Kg/Hr
7:49:03,U300,PC2_FIT124,PVHI,OK,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.557,Nm3/hr
7:49:04,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
7:48:57,U300,PC2_FIT124,PVHI,,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.723,Nm3/hr
7:48:57,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
7:48:46,U300,SOP_PP304B,PVHIGH,OK,L 00,PP-304B SOP DP,339.718,kPaG
7:48:38,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,339.718,Kg/h
7:48:37,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:48:35,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:48:35,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:48:29,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:48:29,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:48:26,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-573.934,Kg/Hr
7:48:25,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-573.934,Kg/h
7:48:23,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:48:19,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1113.38,Kg/Hr
7:48:15,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-690.156,Kg/Hr
7:48:13,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1053.6,Kg/Hr
7:48:12,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-634.676,Kg/Hr
7:48:10,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-634.676,Kg/h
7:48:10,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:48:04,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1005.16,Kg/Hr
7:48:00,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-684.42,Kg/Hr
7:47:58,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-684.42,Kg/h
7:47:57,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:47:58,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
7:47:55,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
7:47:51,AREA400_HTDC,PI_4130,PVLOW,UNSHELVE,,CL2  FEED PRESSURE TO MR-402,441.479,Kpag
7:47:49,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1032.77,Kg/Hr
7:47:47,AREA400_HTDC,FIC_4116,PVLOW,UNSHELVE,,CL2 FEED FLOW TO MR-402,3049.37,Kg/h
7:47:43,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-722.016,Kg/Hr
7:47:41,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1015,Kg/Hr
7:47:31,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
7:47:31,U300,PC2_FIT124,PVHI,OK,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.513,Nm3/hr
7:47:28,U300,PC2_FIT124,PVHI,,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.633,Nm3/hr
7:47:28,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
7:47:09,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:47:08,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:49,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:48,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:38,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:38,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:38,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-708.325,Kg/Hr
7:46:36,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-708.325,Kg/h
7:46:36,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:31,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1080.83,Kg/Hr
7:46:27,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-735.938,Kg/Hr
7:46:24,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1073.31,Kg/Hr
7:46:21,U400,HV_412_1,OFFNRM,OK,J 00,,ALRAM,
7:46:18,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:17,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:17,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:16,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:13,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:46:12,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:56,U800,PP810A,OFFNRM,ACK,,,,
7:45:47,U800,PP810A,OFFNRM,,L 00,,TURE,
7:45:44,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-734.038,Kg/Hr
7:45:43,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-734.038,Kg/h
7:45:42,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:42,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1003.85,Kg/Hr
7:45:40,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,-1003.85,Kg/h
7:45:40,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-710.533,Kg/Hr
7:45:40,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:38,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:35,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:33,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:32,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:31,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:30,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:29,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:27,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:24,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:23,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:21,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:20,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:19,AREA400_HTDC,FIC_4416,BAD PV,,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:19,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1104.07,Kg/Hr
7:45:18,AREA400_HTDC,FIC_4416,BAD PV,OK,U 00,C2 FLOW TO AS-450 OVHD DILUTION,0,Kg/h
7:45:17,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-730.019,Kg/Hr
