Date/Time of Report: 3/18/2025 12:57:44,,,,,,,,
Requester: STN07 - Mngr,,,,,,,,
Filter Applied: Event Time: Before 2/11/2025 5:36:07 PM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: VCMA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
17:36:06,U400,LIC_424,CHANGE,,,PIDA.OP,82,%
17:36:07,U400,LIC_424,CHANGE,,,PIDA.OP,82,%
17:36:07,U400,LIC_424,CHANGE,,,PIDA.OP,83,%
17:36:06,U400,LIC_424,CHANGE,,,PIDA.OP,83,%
17:36:06,U400,LIC_424,CHANGE,,,PIDA.OP,84,%
17:36:07,U400,LIC_424,CHANGE,,,PIDA.OP,84,%
17:36:06,EVCM_APC,TI_1_31CV1,OFFNRM,OK,H 00,Engineering LOW limit reached,OFF,
17:36:07,U400,LIC_424,CHANGE,,,PIDA.OP,85,%
17:36:06,U400,LIC_424,CHANGE,,,PIDA.OP,86,%
17:36:06,U400,LIC_424,CHANGE,,,PIDA.OP,87,%
17:36:04,U400,LIC_424,CHANGE,,,PIDA.OP,85,%
17:36:04,U400,LIC_424,CHANGE,,,PIDA.OP,88,%
17:36:04,U400,LIC_424,CHANGE,,,PIDA.OP,86,%
17:36:05,U400,LIC_424,CHANGE,,,PIDA.OP,89,%
17:36:04,U400,LIC_424,CHANGE,,,PIDA.OP,87,%
17:36:03,U400,LIC_424,CHANGE,,,PIDA.OP,88,%
17:36:03,U400,LIC_424,CHANGE,,,PIDA.OP,89,%
17:36:02,U400,LIC_424,CHANGE,,,PIDA.OP,90,%
17:36:02,U400,LIC_424,CHANGE,,,PIDA.OP,90,%
17:36:01,U400,LIC_424,CHANGE,,,PIDA.OP,91,%
17:36:00,U400,LIC_424,CHANGE,,,PIDA.OP,91,%
17:36:01,U400,LIC_424,CHANGE,,,PIDA.OP,92,%
17:36:00,U400,LIC_424,CHANGE,,,PIDA.OP,92,%
17:35:59,U400,LIC_424,CHANGE,,,PIDA.OP,93,%
17:35:59,U400,LIC_424,CHANGE,,,PIDA.OP,88,%
17:35:59,U400,LIC_424,CHANGE,,,PIDA.OP,94,%
17:36:00,U400,LIC_424,CHANGE,,,PIDA.OP,89,%
17:35:58,U400,LIC_424,CHANGE,,,PIDA.OP,90,%
17:35:58,U400,LIC_424,CHANGE,,,PIDA.OP,91,%
17:35:59,U400,LIC_424,CHANGE,,,PIDA.OP,92,%
17:35:58,U400,LIC_424,CHANGE,,,PIDA.OP,93,%
17:35:58,U500,LIC_502,OFFNRM,ACK,,LIC-502 High Output Alarm,,
17:35:58,U400,LIC_424,CHANGE,,,PIDA.OP,94,%
17:35:57,U400,LIC_424,CHANGE,,,PIDA.OP,95,%
17:35:56,U400,LIC_424,CHANGE,,,PIDA.OP,96,%
17:35:57,U400,LIC_424,CHANGE,,,PIDA.OP,97,%
17:35:55,U400,LIC_424,CHANGE,,,PIDA.OP,98,%
17:35:55,U400,LIC_424,CHANGE,,,PIDA.OP,99,%
17:35:54,U400,LIC_424,CHANGE,,,PIDA.OP,100,%
17:35:54,U500,LIC_502,OFFNRM,,H 00,LIC-502 High Output Alarm,OP >65,
17:35:51,U400,LIC_424,PVHIHI,OK,H 00,Level control of MS-412/DCS,78.9773,%
17:35:51,U400,LIC_424,CHANGE,,,PIDA.OP,102,%
17:35:51,U400,LIC_424,CHANGE,,,PIDA.OP,102,%
17:35:50,U400,LIC_424,CHANGE,,,PIDA.OP,101.452,%
17:35:47,U400,HV_412_1,OFFNRM,,J 00,,NORMAL,
17:35:18,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-719.686,Kg/Hr
17:35:18,U900,PIC_994,CHANGE,,,PIDA.SP,1065.51,KPa
17:35:16,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1031.73,Kg/Hr
17:34:58,U500,LIC_502,OFFNRM,ACK,,LIC-502 High Output Alarm,,
17:34:58,EVCM_APC,TI_1_31CV1,OFFNRM,ACK,,Engineering LOW limit reached,,
17:34:56,EVCM_APC,TI_1_31CV1,OFFNRM,,H 00,Engineering LOW limit reached,ON,
17:34:56,U400,FIC_418,ALARM,ACK PNT,,Steam to reboilers TT-407 A/B,,
17:34:56,U400,FIC_418,PVHIHI,ACK,,Flow of steam to reboilers TT-407 A/B,,
17:34:51,U400,FIC_418,PVHIHI,,L 00,Flow of steam to reboilers TT-407 A/B,20520.6,Kg/hr
17:34:45,U400,FIC_418,PVHIHI,OK,L 00,Flow of steam to reboilers TT-407 A/B,17825.7,Kg/hr
17:34:26,U400,LIC_424,CHANGE,,,PIDA.OP,100.452,%
17:34:25,U400,LIC_424,CHANGE,,,PIDA.OP,99.4517,%
17:34:25,U400,LIC_424,CHANGE,,,PIDA.OP,98.4517,%
17:34:26,U400,LIC_424,CHANGE,,,PIDA.OP,97.4517,%
17:34:25,U400,LIC_424,CHANGE,,,PIDA.OP,96.4517,%
17:34:25,U400,LIC_424,CHANGE,,,PIDA.OP,95.4517,%
17:34:25,U400,LIC_424,CHANGE,,,PIDA.OP,94.4517,%
17:34:23,U400,LIC_424,CHANGE,,,PIDA.OP,93.4517,%
17:34:24,U400,LIC_424,CHANGE,,,PIDA.OP,92.4517,%
17:34:23,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-690.949,Kg/Hr
17:34:23,U400,LIC_424,CHANGE,,,PIDA.OP,91.4517,%
17:34:23,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1030.57,Kg/Hr
17:34:19,U400,HV_412_1,OFFNRM,OK,J 00,,ALRAM,
17:34:14,U400,LIC_424,CHANGE,,,PIDA.OP,90.4517,%
17:34:14,U400,LIC_424,CHANGE,,,PIDA.OP,89.4517,%
17:34:14,U400,LIC_424,CHANGE,,,PIDA.OP,88.4517,%
17:34:02,U400,LIC_424,CHANGE,,,PIDA.OP,87.4517,%
17:34:02,U400,LIC_424,CHANGE,,,PIDA.OP,86.4517,%
17:34:01,U400,LIC_424,CHANGE,,,PIDA.OP,85.4517,%
17:34:02,U400,HV_412_1,OFFNRM,,J 00,,NORMAL,
17:34:02,U400,LIC_424,CHANGE,,,PIDA.OP,84.4517,%
17:34:02,U400,LIC_424,CHANGE,,,PIDA.OP,83.4517,%
17:34:01,U400,LIC_424,CHANGE,,,PIDA.OP,82.4517,%
17:34:01,U400,LIC_424,CHANGE,,,PIDA.OP,81.4517,%
17:33:58,U500,LIC_590,CHANGE,,,pida.mode,AUTO,
17:33:57,U500,LIC_590,CHANGE,,,pida.mode,MAN,
17:33:48,U500,LIC_502,OFFNRM,OK,H 00,LIC-502 High Output Alarm,OP Normal,
